106028.516690 -341626.225037 0.000000
104701.216257 -341267.165035 0.000000
102818.988538 -341808.584200 0.000000
101301.841911 -342446.254280 0.000000
99912.471368 -343198.180359 0.000000
98517.602959 -343919.703748 0.000000
97146.086016 -344593.176408 0.000000
96548.228642 -343550.408453 0.000000
95816.296321 -342632.650594 0.000000
94695.286523 -342055.356375 0.000000
93426.504140 -341435.928704 0.000000
91868.842073 -341044.178023 0.000000
90293.759545 -340330.145595 0.000000
89081.497911 -339452.309583 0.000000
87762.452507 -339837.287500 0.000000
86766.674405 -340127.828215 0.000000
85930.496735 -339677.828614 0.000000
85037.437527 -339197.132230 0.000000
84138.467636 -338645.994281 0.000000
83461.435155 -337918.406330 0.000000
82897.033858 -337311.898861 0.000000
82411.232337 -336765.715131 0.000000
82667.773603 -335127.698760 0.000000
81567.322114 -336197.404103 0.000000
80214.213740 -337113.612914 0.000000
78811.124985 -337834.328443 0.000000
77352.821698 -338399.394844 0.000000
76008.014375 -338970.828969 0.000000
74751.723890 -339536.639363 0.000000
76340.709697 -341560.456894 0.000000
74359.367075 -342173.556165 0.000000
73110.645937 -339828.003282 0.000000
71062.041558 -339982.499181 0.000000
69633.093252 -340747.216373 0.000000
67732.474977 -341766.733640 0.000000
65527.853848 -341770.801240 0.000000
63758.320723 -340837.572234 0.000000
63745.294137 -339721.449811 0.000000
63729.475151 -338356.430318 0.000000
61253.669120 -337392.081946 0.000000
63108.945765 -335895.650137 0.000000
61812.996144 -334004.095550 0.000000
60498.036079 -333835.644912 0.000000
59333.041827 -333686.404171 0.000000
58248.190517 -333690.337332 0.000000
57202.646880 -333776.461217 0.000000
56165.604368 -333861.834009 0.000000
56005.310323 -332687.177914 0.000000
55861.980784 -331637.307306 0.000000
55061.170946 -331015.460149 0.000000
53663.797339 -330290.008503 0.000000
52935.973122 -331453.958436 0.000000
50086.099753 -333674.485102 0.000000
50170.172487 -331172.801987 0.000000
51996.299390 -329761.035617 0.000000
51246.920681 -327910.436526 0.000000
50232.284524 -326777.156893 0.000000
49051.878700 -325650.140278 0.000000
47605.536089 -324501.619955 0.000000
46558.885758 -323091.148500 0.000000
45514.022042 -321820.256101 0.000000
44348.015227 -320700.021234 0.000000
42870.466674 -319877.062703 0.000000
41377.463313 -318456.037208 0.000000
40305.433674 -316910.023080 0.000000
39314.767217 -315603.793138 0.000000
38120.472040 -314598.835156 0.000000
36743.578849 -313565.589175 0.000000
35588.972129 -312469.952695 0.000000
34241.860555 -311738.971372 0.000000
32439.146895 -311092.803970 0.000000
30219.060478 -309718.791386 0.000000
33215.192424 -305916.749729 0.000000
31933.147799 -305066.523199 0.000000
31705.244833 -303062.004290 0.000000
33068.963535 -301338.937912 0.000000
31483.564102 -300419.934943 0.000000
29968.625955 -298845.788031 0.000000
28823.685479 -297482.673597 0.000000
27613.309062 -295662.936789 0.000000
25971.715919 -295031.538104 0.000000
25519.643718 -295659.859911 0.000000
23179.508564 -295230.210314 0.000000
21978.510069 -295164.056658 0.000000
21343.653722 -293186.695122 0.000000
20383.103985 -291991.338687 0.000000
19152.665381 -290998.197645 0.000000
20517.252673 -289111.683505 0.000000
19100.237640 -287481.530512 0.000000
17431.244355 -285620.462771 0.000000
16568.737517 -285685.336536 0.000000
15709.670582 -285749.812188 0.000000
14853.979772 -285813.887808 0.000000
14111.308983 -284917.498177 0.000000
13225.325841 -283847.823727 0.000000
12189.739227 -282738.540607 0.000000
11090.565869 -281616.534116 0.000000
8027.436456 -281772.765250 0.000000
8957.564185 -279618.919773 0.000000
7586.162600 -279485.543510 0.000000
6213.260622 -279351.861304 0.000000
6054.148345 -278304.443987 0.000000
5909.310071 -277350.550003 0.000000
5481.328079 -276597.981367 0.000000
4596.334308 -276049.190173 0.000000
3544.278264 -275147.420965 0.000000
2798.088851 -272841.449987 0.000000
2544.323131 -270372.028198 0.000000
3690.792306 -269193.989590 0.000000
3076.413079 -268634.120440 0.000000
2386.416034 -268005.358213 0.000000
1529.263892 -267261.351872 0.000000
428.326600 -266528.394547 0.000000
-689.775268 -265651.981514 0.000000
-1642.387234 -264710.031885 0.000000
-2685.110017 -264035.616500 0.000000
-4004.495571 -263782.964758 0.000000
-5420.061497 -263525.353382 0.000000
-7002.479793 -263940.423468 0.000000
-9045.103207 -263941.160979 0.000000
-10963.500055 -263245.590593 0.000000
-10678.187157 -261880.662982 0.000000
